349;"После того, как мы ввели понятие базиса мы можем ввести понятие координат для любого вектора. Координатами вектора будем называть коэффициенты его представления в виде л.к. базисных векторов. Оно всегда существует, что следует из определения базиса. Но не менее важно и то, что это разложение единственно. Т.е. координаты однозначно определяют вектор при фиксированном базисе."
354;"Если вектор b можно представить в виде линейной комбинации векторов e1,…,en, b = a1*e1+…+an*en, то несложно показать, что такие вектора b, e1,…,en являются линейно зависимыми. Показать это несложно. Достаточно прибавить к обоим частям вектор (-b). Тогда получится линейная комбинация из векторов, причем, как минимум один коэф-т при b не равен нулю (он = -1) и, значит, эти вектора линейно-зависимы в соответствии с предыдущим определением. Более того, и обратное утверждение тоже справедливо. Ну действительно, если найдется ненулевой коэффициент в линейной комбинации векторов, например коэффициент при e2, то его перенести в другую часть равенства и выразить через остальные вектора, умножив обе части на – альфа2. Можно составить из этих векторов столбцов матрицу и найти ранг. Если он равен количеству векторов, то они линейно-независимы. Иначе – наоборот. Т.е. ранг матрицы и говорит нам о кол-ве линейно независимых (л-н) векторов среди столбцов (или строк) матрицы."
376;"Определение. Базис называется ортогональным, если все вектора базиса e[i], i=1,..,n попарно ортогональны друг другу, т.е. их скалярное произведение равно 0: e[i]*e[j]=0, ij.Определение. Базис называется ортонормированным, если он ортогональный и норма каждого базисного вектора равна единице: ||e[i]|| = 1 для всех i=1,..,n. В ортонормированном базисе нам не надо решать СЛАУ, чтобы найти координаты вектора. Надо просто найти проекцию вектора на новые базисные вектора. "
369;"Косинус угла между двумя векторами x и y вводится как отношение скалярного произведения векторов x и y на их нормы cos(x,y) = (x,y)/(|x|*|y|). Угол можно найти, взяв арккосинус от этого выражения"
329;"А сейчас отметим следующее, что, задав скалярное произведение, мы задаем и норму и метрику (через норму). норму любого вектора x можно вычислить как корень квадратный из скалярного произведения x*x. Можно легко показать, что введенная таким образом норма удовлетворяет аксиоме равенства нулю и выноса множителя из-под нормы. чуть позже мы докажем и неравенство треугольника."
362;"Что опять же интересно – это то, что задав метрику – функцию расстояния, мы задаем и норму вектора х как расстояние от нулевого вектора до х. И, наверное, мы можем и расстояние между векторами определить через норму (длину) вектора. Давайте-ка подумаем, длиной какого вектора может быть евклидово расстояние между векторами x и y? Правильно, это норма вектора x-y."
367;"В соответствии с аксиомами скалярное произведение обладает следующими свойствами:Коммутативность - произведение не меняется при перемене мест сомножителейЛинейность скалярного произведения относительно умножения на число – числовой коэффициент при векторе может выноситься за знак скалярного произведения как числовой множитель, причем неважно – это коэффициент при первом или втором векторе – произведение ведь коммутативно.Дистрибутивность скалярного произведения относительно операции сложения векторов или свойство аддитивности.Неотрицательность скалярного произведения вектора на самого себя. При этом скалярное произведение вектора x на самого себя равно нулю тогда и только тогда, когда x – нулевой векторК этим свойствам можно добавить следствия из аксиом:Скалярное произведение нулевого вектора на любой другой вектор равно нулю. Доказать это несложно, воспользовавшись линейностью скалярного произведения, представив нулевой вектор как произвольное число, умноженное на нулевой вектор."
339;"Размерностью векторного пространства (ВП) называется максимальное кол-во л-н векторов, которое можно найти в этом ВП. Например на плоскости можно максимум найти два л-н вектора. Все остальные будут линейно выражаться через эти два вектора. Давайте продемонстрируем это. В пространстве функций их, к сожалению, а может и к радости – бесконечное количество. На практике мы не умеем работать  с бесконечномерными пространствами и мы всегда будем проецировать вектора оттуда на конечномерные подпространства. И таким конечномерным подпространством является, например, пространство многочленов степени не выше n. Например, алгебраических многочленов – далее мы рассмотрим пример."
358;"С Евклидовым расстоянием мы с вами хорошо знакомы – это кратчайшее расстояние по прямой. Действительно, евклидово расстояние есть длина вектора, который является разностью данных векторов и это хорошо иллюстрируется векторами на плоскости. НО в некоторых приложениях более лучшей функцией расстояния является манхэттенское расстояние. Представьте себе, что вы находитесь в городе, где подобно Манхэттену, есть ряд улиц, которые называются стрит и есть перпендикулярный им ряд улиц под названием авеню. Вам надо пройти из одной точки города до другой и проходных дворов нет. Как найти расстояние? Вы уже не можете двигаться по прямой, соединяющей эти точки – вам мешают здания. Значит, вам надо двигаться по улицам. В этом случае именно эта функция поможет вам найти расстояние. Также можно найти задачи, в которых используются другие функции расстояния, чем рассмотренные нами."
383;"Данный форум не предназначен для решения организационных вопросов. Вы можете с этим вопросом и со всеми вопросами по экзамену или сдачи предмета обратиться к преподавателю в Орг. форуме."
